month_date,grade,from_bucket,to_bucket,from_balance,to_balance,flow_rate
2009-10-01,A,180+,GCO,15725.0,15725.0,1.0
2009-10-01,B,Current,30+,12003865.16,83257.5,0.006936
2009-10-01,B,30+,60+,72122.5,60180.0,0.834414
2009-10-01,B,60+,90+,63048.75,74991.25,1.0
2009-10-01,B,90+,120+,39227.5,30770.0,0.784399
2009-10-01,B,120+,150+,47600.0,40757.5,0.85625
2009-10-01,B,150+,180+,11538.75,26838.75,1.0
2009-10-01,B,180+,GCO,14003.75,200345.0,1.0
2009-10-01,C,Current,30+,9942613.69,38058.75,0.003828
2009-10-01,C,30+,60+,92522.5,78497.5,0.848415
2009-10-01,C,60+,90+,75522.5,102722.5,1.0
2009-10-01,C,90+,120+,61455.0,60945.0,0.991701
2009-10-01,C,120+,150+,76925.0,60796.25,0.790331
2009-10-01,C,150+,180+,68127.5,79283.75,1.0
2009-10-01,C,180+,GCO,10008.75,235492.5,1.0
2009-10-01,D,Current,30+,5584534.18,72866.25,0.013048
2009-10-01,D,30+,60+,28453.75,28453.75,1.0
2009-10-01,D,60+,90+,38866.25,38866.25,1.0
2009-10-01,D,90+,120+,41352.5,41352.5,1.0
2009-10-01,D,120+,150+,24288.75,24288.75,1.0
2009-10-01,D,150+,180+,33936.25,33936.25,1.0
2009-10-01,D,180+,GCO,27370.0,336578.75,1.0
2009-10-01,E,Current,30+,2631910.76,25500.0,0.009689
2009-10-01,E,30+,60+,43328.75,43328.75,1.0
2009-10-01,E,60+,90+,8500.0,8500.0,1.0
2009-10-01,E,90+,120+,13918.75,13918.75,1.0
2009-10-01,E,120+,150+,60647.5,60647.5,1.0
2009-10-01,E,150+,180+,8500.0,0.0,0.0
2009-10-01,F,Current,30+,684527.49,0.0,0.0
2009-10-01,F,60+,90+,34000.0,12750.0,0.375
2009-10-01,F,90+,120+,21250.0,42500.0,1.0
2009-10-01,F,120+,150+,19975.0,0.0,0.0
2009-10-01,F,150+,180+,9350.0,29325.0,1.0
2009-10-01,F,180+,GCO,19550.0,26881.25,1.0
2009-10-01,G,Current,30+,155520.47,0.0,0.0
2009-10-01,G,30+,60+,4250.0,4250.0,1.0
2009-11-01,A,Current,30+,7780346.78,9328.75,0.001199
2009-11-01,A,30+,60+,12537.5,20612.5,1.0
2009-11-01,A,60+,90+,20825.0,15512.5,0.744898
2009-11-01,A,90+,120+,12112.5,9350.0,0.77193
2009-11-01,B,Current,30+,13409686.11,88485.0,0.006599
2009-11-01,B,30+,60+,83257.5,76032.5,0.913221
2009-11-01,B,60+,90+,60180.0,72122.5,1.0
2009-11-01,B,90+,120+,74991.25,63048.75,0.840748
2009-11-01,B,120+,150+,30770.0,39227.5,1.0
2009-11-01,B,150+,180+,40757.5,47600.0,1.0
2009-11-01,B,180+,GCO,26838.75,211883.75,1.0
2009-11-01,C,Current,30+,10985953.71,26626.25,0.002424
2009-11-01,C,30+,60+,38058.75,54867.5,1.0
2009-11-01,C,60+,90+,78497.5,92522.5,1.0
2009-11-01,C,90+,120+,102722.5,75522.5,0.735209
2009-11-01,C,120+,150+,60945.0,61455.0,1.0
2009-11-01,C,150+,180+,60796.25,76925.0,1.0
2009-11-01,C,180+,GCO,79283.75,290487.5,1.0
2009-11-01,D,Current,30+,6615444.09,44901.25,0.006787
2009-11-01,D,30+,60+,72866.25,57991.25,0.795859
2009-11-01,D,60+,90+,28453.75,28453.75,1.0
2009-11-01,D,90+,120+,38866.25,38866.25,1.0
2009-11-01,D,120+,150+,41352.5,41352.5,1.0
2009-11-01,D,150+,180+,24288.75,24288.75,1.0
2009-11-01,D,180+,GCO,33936.25,370515.0,1.0
2009-11-01,E,Current,30+,2858679.74,11900.0,0.004163
2009-11-01,E,30+,60+,25500.0,25500.0,1.0
2009-11-01,E,60+,90+,43328.75,43328.75,1.0
2009-11-01,E,90+,120+,8500.0,8500.0,1.0
2009-11-01,E,120+,150+,13918.75,13918.75,1.0
2009-11-01,E,150+,180+,60647.5,60647.5,1.0
2009-11-01,F,Current,30+,712305.29,12750.0,0.0179
2009-11-01,F,90+,120+,12750.0,34000.0,1.0
2009-11-01,F,120+,150+,42500.0,21250.0,0.5
2009-11-01,F,180+,GCO,29325.0,36231.25,1.0
2009-11-01,G,Current,30+,234905.43,0.0,0.0
2009-11-01,G,60+,90+,4250.0,4250.0,1.0
2009-12-01,A,Current,30+,8633077.11,26775.0,0.003101
2009-12-01,A,30+,60+,9328.75,9328.75,1.0
2009-12-01,A,60+,90+,20612.5,12537.5,0.608247
2009-12-01,A,90+,120+,15512.5,20825.0,1.0
2009-12-01,A,120+,150+,9350.0,12112.5,1.0
2009-12-01,B,Current,30+,15736883.26,67298.75,0.004276
2009-12-01,B,30+,60+,88485.0,89420.0,1.0
2009-12-01,B,60+,90+,76032.5,83257.5,1.0
2009-12-01,B,90+,120+,72122.5,60180.0,0.834414
2009-12-01,B,120+,150+,63048.75,74991.25,1.0
2009-12-01,B,150+,180+,39227.5,30770.0,0.784399
2009-12-01,B,180+,GCO,47600.0,267941.25,1.0
2009-12-01,C,Current,30+,12133051.04,33277.5,0.002743
2009-12-01,C,30+,60+,26626.25,29813.75,1.0
2009-12-01,C,60+,90+,54867.5,38058.75,0.693648
2009-12-01,C,90+,120+,92522.5,78497.5,0.848415
2009-12-01,C,120+,150+,75522.5,102722.5,1.0
2009-12-01,C,150+,180+,61455.0,60945.0,0.991701
2009-12-01,C,180+,GCO,76925.0,375572.5,1.0
2009-12-01,D,Current,30+,7390246.6,89887.5,0.012163
2009-12-01,D,30+,60+,44901.25,30026.25,0.668717
2009-12-01,D,60+,90+,57991.25,72866.25,1.0
2009-12-01,D,90+,120+,28453.75,28453.75,1.0
2009-12-01,D,120+,150+,38866.25,38866.25,1.0
2009-12-01,D,150+,180+,41352.5,41352.5,1.0
2009-12-01,D,180+,GCO,24288.75,394803.75,1.0
2009-12-01,E,Current,30+,2991353.44,23375.0,0.007814
2009-12-01,E,30+,60+,11900.0,11900.0,1.0
2009-12-01,E,60+,90+,25500.0,25500.0,1.0
2009-12-01,E,90+,120+,43328.75,43328.75,1.0
2009-12-01,E,120+,150+,8500.0,8500.0,1.0
2009-12-01,E,150+,180+,13918.75,13918.75,1.0
2009-12-01,E,180+,GCO,60647.5,170531.25,1.0
2009-12-01,F,Current,30+,814612.03,0.0,0.0
2009-12-01,F,30+,60+,12750.0,12750.0,1.0
2009-12-01,F,120+,150+,34000.0,12750.0,0.375
2009-12-01,F,150+,180+,21250.0,42500.0,1.0
2009-12-01,F,180+,GCO,19975.0,56206.25,1.0
2009-12-01,G,Current,30+,309846.67,0.0,0.0
2009-12-01,G,90+,120+,4250.0,4250.0,1.0
2010-01-01,A,Current,30+,9350606.12,31450.0,0.003363
2010-01-01,A,30+,60+,26775.0,26775.0,1.0
2010-01-01,A,60+,90+,9328.75,6778.75,0.726651
2010-01-01,A,90+,120+,12537.5,15087.5,1.0
2010-01-01,A,120+,150+,20825.0,8075.0,0.387755
2010-01-01,A,150+,180+,12112.5,17212.5,1.0
2010-01-01,B,Current,30+,17308566.25,79900.0,0.004616
2010-01-01,B,30+,60+,67298.75,80048.75,1.0
2010-01-01,B,60+,90+,89420.0,88910.0,0.994297
2010-01-01,B,90+,120+,83257.5,88017.5,1.0
2010-01-01,B,120+,150+,60180.0,55930.0,0.929379
2010-01-01,B,150+,180+,74991.25,78880.0,1.0
2010-01-01,B,180+,GCO,30770.0,307572.5,1.0
2010-01-01,C,Current,30+,13100143.28,52168.75,0.003982
2010-01-01,C,30+,60+,33277.5,66130.0,1.0
2010-01-01,C,60+,90+,29813.75,29813.75,1.0
2010-01-01,C,90+,120+,38058.75,29558.75,0.776661
2010-01-01,C,120+,150+,78497.5,82280.0,1.0
2010-01-01,C,150+,180+,102722.5,107440.0,1.0
2010-01-01,C,180+,GCO,60945.0,436517.5,1.0
2010-01-01,D,Current,30+,8106936.63,51425.0,0.006343
2010-01-01,D,30+,60+,89887.5,81387.5,0.905437
2010-01-01,D,60+,90+,30026.25,29750.0,0.9908
2010-01-01,D,90+,120+,72866.25,73142.5,1.0
2010-01-01,D,120+,150+,28453.75,36953.75,1.0
2010-01-01,D,150+,180+,38866.25,38866.25,1.0
2010-01-01,D,180+,GCO,41352.5,436156.25,1.0
2010-01-01,E,Current,30+,3258300.06,42330.0,0.012991
2010-01-01,E,30+,60+,23375.0,23375.0,1.0
2010-01-01,E,60+,90+,11900.0,5950.0,0.5
2010-01-01,E,90+,120+,25500.0,27200.0,1.0
2010-01-01,E,120+,150+,43328.75,47578.75,1.0
2010-01-01,E,150+,180+,8500.0,8500.0,1.0
2010-01-01,E,180+,GCO,13918.75,184450.0,1.0
2010-01-01,F,Current,30+,879783.01,33150.0,0.03768
2010-01-01,F,60+,90+,12750.0,12750.0,1.0
2010-01-01,F,150+,180+,12750.0,0.0,0.0
2010-01-01,F,180+,GCO,42500.0,111456.25,1.0
2010-01-01,G,Current,30+,332445.86,0.0,0.0
2010-01-01,G,120+,150+,4250.0,4250.0,1.0
2010-02-01,A,Current,30+,10030338.65,31450.0,0.003135
2010-02-01,A,30+,60+,31450.0,16575.0,0.527027
2010-02-01,A,60+,90+,26775.0,16978.75,0.634127
2010-02-01,A,90+,120+,6778.75,6587.5,0.971787
2010-02-01,A,120+,150+,15087.5,16575.0,1.0
2010-02-01,A,150+,180+,8075.0,17212.5,1.0
2010-02-01,A,180+,GCO,17212.5,23375.0,1.0
2010-02-01,B,Current,30+,19270757.62,79900.0,0.004146
2010-02-01,B,30+,60+,79900.0,80048.75,1.0
2010-02-01,B,60+,90+,80048.75,83385.0,1.0
2010-02-01,B,90+,120+,88910.0,93542.5,1.0
2010-02-01,B,120+,150+,88017.5,55930.0,0.635442
2010-02-01,B,150+,180+,55930.0,70380.0,1.0
2010-02-01,B,180+,GCO,78880.0,316072.5,1.0
2010-02-01,C,Current,30+,14180835.03,64918.75,0.004578
2010-02-01,C,30+,60+,52168.75,66130.0,1.0
2010-02-01,C,60+,90+,66130.0,29813.75,0.450835
2010-02-01,C,90+,120+,29813.75,29558.75,0.991447
2010-02-01,C,120+,150+,29558.75,82280.0,1.0
2010-02-01,C,150+,180+,82280.0,107440.0,1.0
2010-02-01,C,180+,GCO,107440.0,436517.5,1.0
2010-02-01,D,Current,30+,8869732.4,51425.0,0.005798
2010-02-01,D,30+,60+,51425.0,74162.5,1.0
2010-02-01,D,60+,90+,81387.5,36975.0,0.454308
2010-02-01,D,90+,120+,29750.0,73142.5,1.0
2010-02-01,D,120+,150+,73142.5,36953.75,0.50523
2010-02-01,D,150+,180+,36953.75,38866.25,1.0
2010-02-01,D,180+,GCO,38866.25,436156.25,1.0
2010-02-01,E,Current,30+,3340757.3,38250.0,0.011449
2010-02-01,E,30+,60+,42330.0,27455.0,0.648594
2010-02-01,E,60+,90+,23375.0,5950.0,0.254545
2010-02-01,E,90+,120+,5950.0,27200.0,1.0
2010-02-01,E,120+,150+,27200.0,33978.75,1.0
2010-02-01,E,150+,180+,47578.75,22100.0,0.464493
2010-02-01,E,180+,GCO,8500.0,184450.0,1.0
2010-02-01,F,Current,30+,939511.26,33150.0,0.035284
2010-02-01,F,30+,60+,33150.0,0.0,0.0
2010-02-01,F,90+,120+,12750.0,0.0,0.0
2010-02-01,G,Current,30+,352829.51,0.0,0.0
2010-02-01,G,150+,180+,4250.0,0.0,0.0
2010-03-01,A,Current,30+,11269027.34,26350.0,0.002338
2010-03-01,A,30+,60+,31450.0,22950.0,0.72973
2010-03-01,A,60+,90+,16575.0,25075.0,1.0
2010-03-01,A,90+,120+,16978.75,10200.0,0.600751
2010-03-01,A,120+,150+,6587.5,9328.75,1.0
2010-03-01,A,150+,180+,16575.0,20612.5,1.0
2010-03-01,A,180+,GCO,17212.5,40587.5,1.0
2010-03-01,B,Current,30+,21995188.4,96857.5,0.004404
2010-03-01,B,30+,60+,79900.0,85000.0,1.0
2010-03-01,B,60+,90+,80048.75,81748.75,1.0
2010-03-01,B,90+,120+,83385.0,84235.0,1.0
2010-03-01,B,120+,150+,93542.5,68042.5,0.727397
2010-03-01,B,150+,180+,55930.0,70805.0,1.0
2010-03-01,B,180+,GCO,70380.0,409827.5,1.0
2010-03-01,C,Current,30+,15853635.41,120891.25,0.007625
2010-03-01,C,30+,60+,64918.75,58671.25,0.903764
2010-03-01,C,60+,90+,66130.0,78540.0,1.0
2010-03-01,C,90+,120+,29813.75,38313.75,1.0
2010-03-01,C,120+,150+,29558.75,22248.75,0.752696
2010-03-01,C,150+,180+,82280.0,64770.0,0.78719
2010-03-01,C,180+,GCO,107440.0,568777.5,1.0
2010-03-01,D,Current,30+,10056802.76,43010.0,0.004277
2010-03-01,D,30+,60+,51425.0,77775.0,1.0
2010-03-01,D,60+,90+,74162.5,74162.5,1.0
2010-03-01,D,90+,120+,36975.0,36975.0,1.0
2010-03-01,D,120+,150+,73142.5,30026.25,0.410517
2010-03-01,D,150+,180+,36953.75,74970.0,1.0
2010-03-01,D,180+,GCO,38866.25,480122.5,1.0
2010-03-01,E,Current,30+,3741922.64,65025.0,0.017377
2010-03-01,E,30+,60+,38250.0,31556.25,0.825
2010-03-01,E,60+,90+,27455.0,46580.0,1.0
2010-03-01,E,90+,120+,5950.0,8075.0,1.0
2010-03-01,E,120+,150+,27200.0,5950.0,0.21875
2010-03-01,E,150+,180+,33978.75,33766.25,0.993746
2010-03-01,E,180+,GCO,22100.0,228012.5,1.0
2010-03-01,F,Current,30+,1071237.57,0.0,0.0
2010-03-01,F,30+,60+,33150.0,33150.0,1.0
2010-03-01,F,90+,120+,12750.0,12750.0,1.0
2010-03-01,G,Current,30+,422829.51,0.0,0.0
2010-03-01,G,150+,180+,4250.0,4250.0,1.0
2010-04-01,A,Current,30+,12074732.96,29835.0,0.002471
2010-04-01,A,30+,60+,26350.0,26350.0,1.0
2010-04-01,A,60+,90+,22950.0,31450.0,1.0
2010-04-01,A,90+,120+,25075.0,16575.0,0.661017
2010-04-01,A,120+,150+,10200.0,16978.75,1.0
2010-04-01,A,150+,180+,9328.75,6587.5,0.70615
2010-04-01,A,180+,GCO,20612.5,57162.5,1.0
2010-04-01,B,Current,30+,24703564.13,101978.75,0.004128
2010-04-01,B,30+,60+,96857.5,117257.5,1.0
2010-04-01,B,60+,90+,85000.0,79900.0,0.94
2010-04-01,B,90+,120+,81748.75,80048.75,0.979205
2010-04-01,B,120+,150+,84235.0,83385.0,0.989909
2010-04-01,B,150+,180+,68042.5,93542.5,1.0
2010-04-01,B,180+,GCO,70805.0,442382.5,1.0
2010-04-01,C,Current,30+,17337679.0,40035.0,0.002309
2010-04-01,C,30+,60+,120891.25,121103.75,1.0
2010-04-01,C,60+,90+,58671.25,64918.75,1.0
2010-04-01,C,90+,120+,78540.0,66130.0,0.841991
2010-04-01,C,120+,150+,38313.75,29813.75,0.778148
2010-04-01,C,150+,180+,22248.75,29558.75,1.0
2010-04-01,C,180+,GCO,64770.0,626237.5,1.0
2010-04-01,D,Current,30+,10937276.25,104720.0,0.009575
2010-04-01,D,30+,60+,43010.0,69360.0,1.0
2010-04-01,D,60+,90+,77775.0,51425.0,0.661202
2010-04-01,D,90+,120+,74162.5,74162.5,1.0
2010-04-01,D,120+,150+,36975.0,36975.0,1.0
2010-04-01,D,150+,180+,30026.25,73142.5,1.0
2010-04-01,D,180+,GCO,74970.0,511976.25,1.0
2010-04-01,E,Current,30+,3947404.27,0.0,0.0
2010-04-01,E,30+,60+,65025.0,79581.25,1.0
2010-04-01,E,60+,90+,31556.25,38250.0,1.0
2010-04-01,E,90+,120+,46580.0,27455.0,0.589416
2010-04-01,E,120+,150+,8075.0,5950.0,0.736842
2010-04-01,E,150+,180+,5950.0,27200.0,1.0
2010-04-01,E,180+,GCO,33766.25,240528.75,1.0
2010-04-01,F,Current,30+,1111253.57,0.0,0.0
2010-04-01,F,60+,90+,33150.0,33150.0,1.0
2010-04-01,F,120+,150+,12750.0,12750.0,1.0
2010-04-01,G,Current,30+,421864.65,16787.5,0.039794
2010-04-01,G,60+,90+,14237.5,0.0,0.0
2010-04-01,G,180+,GCO,4250.0,24650.0,1.0
2010-05-01,A,Current,30+,13351043.35,57545.0,0.00431
2010-05-01,A,30+,60+,29835.0,33235.0,1.0
2010-05-01,A,60+,90+,26350.0,26350.0,1.0
2010-05-01,A,90+,120+,31450.0,22950.0,0.72973
2010-05-01,A,120+,150+,16575.0,25075.0,1.0
2010-05-01,A,150+,180+,16978.75,10200.0,0.600751
2010-05-01,A,180+,GCO,6587.5,70528.75,1.0
2010-05-01,B,Current,30+,27182740.27,47345.0,0.001742
2010-05-01,B,30+,60+,101978.75,113007.5,1.0
2010-05-01,B,60+,90+,117257.5,88357.5,0.753534
2010-05-01,B,90+,120+,79900.0,93500.0,1.0
2010-05-01,B,120+,150+,80048.75,81748.75,1.0
2010-05-01,B,150+,180+,83385.0,84235.0,1.0
2010-05-01,B,180+,GCO,93542.5,548675.0,1.0
2010-05-01,C,Current,30+,18927460.21,86126.25,0.00455
2010-05-01,C,30+,60+,40035.0,32810.0,0.819533
2010-05-01,C,60+,90+,121103.75,120891.25,0.998245
2010-05-01,C,90+,120+,64918.75,58671.25,0.903764
2010-05-01,C,120+,150+,66130.0,78540.0,1.0
2010-05-01,C,150+,180+,29813.75,38313.75,1.0
2010-05-01,C,180+,GCO,29558.75,655796.25,1.0
2010-05-01,D,Current,30+,12127237.83,94180.0,0.007766
2010-05-01,D,30+,60+,104720.0,123760.0,1.0
2010-05-01,D,60+,90+,69360.0,43010.0,0.620098
2010-05-01,D,90+,120+,51425.0,75650.0,1.0
2010-05-01,D,120+,150+,74162.5,76287.5,1.0
2010-05-01,D,150+,180+,36975.0,36975.0,1.0
2010-05-01,D,180+,GCO,73142.5,585118.75,1.0
2010-05-01,E,Current,30+,4495607.13,22737.5,0.005058
2010-05-01,E,60+,90+,79581.25,48025.0,0.603471
2010-05-01,E,90+,120+,38250.0,48556.25,1.0
2010-05-01,E,120+,150+,27455.0,46580.0,1.0
2010-05-01,E,150+,180+,5950.0,8075.0,1.0
2010-05-01,E,180+,GCO,27200.0,267728.75,1.0
2010-05-01,F,Current,30+,1308577.14,65280.0,0.049886
2010-05-01,F,90+,120+,33150.0,33150.0,1.0
2010-05-01,F,150+,180+,12750.0,12750.0,1.0
2010-05-01,G,Current,30+,415436.43,0.0,0.0
2010-05-01,G,30+,60+,16787.5,16787.5,1.0
2010-05-01,G,60+,90+,14237.5,0.0,0.0
2010-06-01,A,Current,30+,14643310.19,3612.5,0.000247
2010-06-01,A,30+,60+,57545.0,60945.0,1.0
2010-06-01,A,60+,90+,33235.0,29835.0,0.897698
2010-06-01,A,90+,120+,26350.0,26350.0,1.0
2010-06-01,A,120+,150+,22950.0,31450.0,1.0
2010-06-01,A,150+,180+,25075.0,16575.0,0.661017
2010-06-01,A,180+,GCO,10200.0,80728.75,1.0
2010-06-01,B,Current,30+,28846100.23,74948.75,0.002598
2010-06-01,B,30+,60+,47345.0,50723.75,1.0
2010-06-01,B,60+,90+,113007.5,101978.75,0.902407
2010-06-01,B,90+,120+,88357.5,117257.5,1.0
2010-06-01,B,120+,150+,93500.0,79900.0,0.854545
2010-06-01,B,150+,180+,81748.75,80048.75,0.979205
2010-06-01,B,180+,GCO,84235.0,619310.0,1.0
2010-06-01,C,Current,30+,20005722.44,165813.75,0.008288
2010-06-01,C,30+,60+,86126.25,81451.25,0.945719
2010-06-01,C,60+,90+,32810.0,40035.0,1.0
2010-06-01,C,90+,120+,120891.25,121103.75,1.0
2010-06-01,C,120+,150+,58671.25,64918.75,1.0
2010-06-01,C,150+,180+,78540.0,66130.0,0.841991
2010-06-01,C,180+,GCO,38313.75,685610.0,1.0
2010-06-01,D,Current,30+,13100508.81,90992.5,0.006946
2010-06-01,D,30+,60+,94180.0,113220.0,1.0
2010-06-01,D,60+,90+,123760.0,104720.0,0.846154
2010-06-01,D,90+,120+,43010.0,69360.0,1.0
2010-06-01,D,120+,150+,75650.0,51425.0,0.679775
2010-06-01,D,150+,180+,76287.5,74162.5,0.972145
2010-06-01,D,180+,GCO,36975.0,622093.75,1.0
2010-06-01,E,Current,30+,5167057.28,41055.0,0.007946
2010-06-01,E,30+,60+,22737.5,22737.5,1.0
2010-06-01,E,90+,120+,48025.0,79581.25,1.0
2010-06-01,E,120+,150+,48556.25,38250.0,0.787746
2010-06-01,E,150+,180+,46580.0,27455.0,0.589416
2010-06-01,E,180+,GCO,8075.0,273678.75,1.0
2010-06-01,F,Current,30+,1518473.36,53550.0,0.035266
2010-06-01,F,30+,60+,65280.0,46580.0,0.713542
2010-06-01,F,120+,150+,33150.0,33150.0,1.0
2010-06-01,F,180+,GCO,12750.0,124206.25,1.0
2010-06-01,G,Current,30+,517873.43,21250.0,0.041033
2010-06-01,G,60+,90+,16787.5,16787.5,1.0
2010-06-01,G,120+,150+,14237.5,0.0,0.0
2010-07-01,A,Current,30+,16368591.96,5950.0,0.000364
2010-07-01,A,30+,60+,3612.5,11028.75,1.0
2010-07-01,A,60+,90+,60945.0,57545.0,0.944212
2010-07-01,A,90+,120+,29835.0,33235.0,1.0
2010-07-01,A,120+,150+,26350.0,26350.0,1.0
2010-07-01,A,150+,180+,31450.0,22950.0,0.72973
2010-07-01,A,180+,GCO,16575.0,105803.75,1.0
2010-07-01,B,Current,30+,31503335.98,139208.75,0.004419
2010-07-01,B,30+,60+,74948.75,95476.25,1.0
2010-07-01,B,60+,90+,50723.75,40120.0,0.790951
2010-07-01,B,90+,120+,101978.75,120232.5,1.0
2010-07-01,B,120+,150+,117257.5,88357.5,0.753534
2010-07-01,B,150+,180+,79900.0,93500.0,1.0
2010-07-01,B,180+,GCO,80048.75,714658.75,1.0
2010-07-01,C,Current,30+,21771678.13,196222.5,0.009013
2010-07-01,C,30+,60+,165813.75,179583.75,1.0
2010-07-01,C,60+,90+,81451.25,81876.25,1.0
2010-07-01,C,90+,120+,40035.0,37060.0,0.92569
2010-07-01,C,120+,150+,121103.75,111371.25,0.919635
2010-07-01,C,150+,180+,64918.75,64238.75,0.989525
2010-07-01,C,180+,GCO,66130.0,776602.5,1.0
2010-07-01,D,Current,30+,14431281.28,78731.25,0.005456
2010-07-01,D,30+,60+,90992.5,95242.5,1.0
2010-07-01,D,60+,90+,113220.0,94180.0,0.831832
2010-07-01,D,90+,120+,104720.0,123760.0,1.0
2010-07-01,D,120+,150+,69360.0,37910.0,0.546569
2010-07-01,D,150+,180+,51425.0,78200.0,1.0
2010-07-01,D,180+,GCO,74162.5,700931.25,1.0
2010-07-01,E,Current,30+,5792988.04,72207.5,0.012465
2010-07-01,E,30+,60+,41055.0,41055.0,1.0
2010-07-01,E,60+,90+,22737.5,22737.5,1.0
2010-07-01,E,120+,150+,79581.25,48025.0,0.603471
2010-07-01,E,150+,180+,38250.0,48556.25,1.0
2010-07-01,E,180+,GCO,27455.0,322383.75,1.0
2010-07-01,F,Current,30+,1813014.13,21250.0,0.011721
2010-07-01,F,30+,60+,53550.0,34850.0,0.650794
2010-07-01,F,60+,90+,46580.0,65280.0,1.0
2010-07-01,F,150+,180+,33150.0,33150.0,1.0
2010-07-01,G,Current,30+,548476.24,0.0,0.0
2010-07-01,G,30+,60+,21250.0,21250.0,1.0
2010-07-01,G,90+,120+,16787.5,16787.5,1.0
2010-07-01,G,120+,150+,14237.5,0.0,0.0
2010-08-01,A,Current,30+,17185580.76,30536.25,0.001777
2010-08-01,A,30+,60+,5950.0,20400.0,1.0
2010-08-01,A,60+,90+,11028.75,11028.75,1.0
2010-08-01,A,90+,120+,57545.0,38760.0,0.67356
2010-08-01,A,120+,150+,33235.0,27795.0,0.836317
2010-08-01,A,150+,180+,26350.0,24225.0,0.919355
2010-08-01,A,180+,GCO,22950.0,155103.75,1.0
2010-08-01,B,Current,30+,33664338.68,83045.0,0.002467
2010-08-01,B,30+,60+,139208.75,159630.0,1.0
2010-08-01,B,60+,90+,95476.25,123080.0,1.0
2010-08-01,B,90+,120+,40120.0,29155.0,0.726695
2010-08-01,B,120+,150+,120232.5,93712.5,0.779427
2010-08-01,B,150+,180+,88357.5,133067.5,1.0
2010-08-01,B,180+,GCO,93500.0,808158.75,1.0
2010-08-01,C,Current,30+,23178679.26,150322.5,0.006485
2010-08-01,C,30+,60+,196222.5,177522.5,0.9047
2010-08-01,C,60+,90+,179583.75,164347.5,0.915158
2010-08-01,C,90+,120+,81876.25,111881.25,1.0
2010-08-01,C,120+,150+,37060.0,51956.25,1.0
2010-08-01,C,150+,180+,111371.25,118235.0,1.0
2010-08-01,C,180+,GCO,64238.75,857437.5,1.0
2010-08-01,D,Current,30+,15553569.54,115345.0,0.007416
2010-08-01,D,30+,60+,78731.25,46962.5,0.596491
2010-08-01,D,60+,90+,95242.5,120636.25,1.0
2010-08-01,D,90+,120+,94180.0,92395.0,0.981047
2010-08-01,D,120+,150+,123760.0,111690.0,0.902473
2010-08-01,D,150+,180+,37910.0,44030.0,1.0
2010-08-01,D,180+,GCO,78200.0,793241.25,1.0
2010-08-01,E,Current,30+,6751622.35,71166.25,0.010541
2010-08-01,E,30+,60+,72207.5,76457.5,1.0
2010-08-01,E,60+,90+,41055.0,53805.0,1.0
2010-08-01,E,90+,120+,22737.5,6587.5,0.28972
2010-08-01,E,150+,180+,48025.0,48025.0,1.0
2010-08-01,E,180+,GCO,48556.25,370940.0,1.0
2010-08-01,F,Current,30+,2172715.18,0.0,0.0
2010-08-01,F,30+,60+,21250.0,21250.0,1.0
2010-08-01,F,60+,90+,34850.0,13600.0,0.390244
2010-08-01,F,90+,120+,65280.0,60350.0,0.924479
2010-08-01,F,180+,GCO,33150.0,157356.25,1.0
2010-08-01,G,Current,30+,816005.99,0.0,0.0
2010-08-01,G,60+,90+,21250.0,21250.0,1.0
2010-08-01,G,120+,150+,16787.5,16787.5,1.0
2010-08-01,G,180+,GCO,14237.5,38887.5,1.0
2010-09-01,A,Current,30+,18384836.01,19295.0,0.00105
2010-09-01,A,30+,60+,30536.25,41161.25,1.0
2010-09-01,A,60+,90+,20400.0,9775.0,0.479167
2010-09-01,A,90+,120+,11028.75,11028.75,1.0
2010-09-01,A,120+,150+,38760.0,43520.0,1.0
2010-09-01,A,150+,180+,27795.0,47260.0,1.0
2010-09-01,A,180+,GCO,24225.0,155103.75,1.0
2010-09-01,B,Current,30+,35665993.7,132706.25,0.003721
2010-09-01,B,30+,60+,83045.0,112795.0,1.0
2010-09-01,B,60+,90+,159630.0,139208.75,0.872071
2010-09-01,B,90+,120+,123080.0,95476.25,0.775725
2010-09-01,B,120+,150+,29155.0,40120.0,1.0
2010-09-01,B,150+,180+,93712.5,120232.5,1.0
2010-09-01,B,180+,GCO,133067.5,896516.25,1.0
2010-09-01,C,Current,30+,24354419.93,163943.75,0.006732
2010-09-01,C,30+,60+,150322.5,124737.5,0.829799
2010-09-01,C,60+,90+,177522.5,217472.5,1.0
2010-09-01,C,90+,120+,164347.5,179583.75,1.0
2010-09-01,C,120+,150+,111881.25,60626.25,0.54188
2010-09-01,C,150+,180+,51956.25,58310.0,1.0
2010-09-01,C,180+,GCO,118235.0,952212.5,1.0
2010-09-01,D,Current,30+,16632142.7,162158.75,0.00975
2010-09-01,D,30+,60+,115345.0,83470.0,0.723655
2010-09-01,D,60+,90+,46962.5,55037.5,1.0
2010-09-01,D,90+,120+,120636.25,118936.25,0.985908
2010-09-01,D,120+,150+,92395.0,86020.0,0.931003
2010-09-01,D,150+,180+,111690.0,130645.0,1.0
2010-09-01,D,180+,GCO,44030.0,818316.25,1.0
2010-09-01,E,Current,30+,7677554.12,97601.25,0.012713
2010-09-01,E,30+,60+,71166.25,55866.25,0.78501
2010-09-01,E,60+,90+,76457.5,59457.5,0.777654
